time_s,port0_voltage,port0_current
0.001507537688442211,199.629,2034.957
0.0015326633165829145,195.035,1988.123
0.0015577889447236182,190.546,1942.368
0.0015829145728643217,186.161,1897.665
0.0016080402010050252,181.877,1853.991
0.0016331658291457286,177.691,1811.321
0.0016582914572864321,173.601,1769.634
0.0016834170854271356,169.606,1728.906
0.001708542713567839,165.703,1689.117
0.0017336683417085428,161.889,1650.245
0.0017587939698492463,158.163,1612.266
0.0017839195979899498,154.523,1575.16
0.0018090452261306533,150.967,1538.906
0.0018341708542713568,147.492,1503.487
0.0018592964824120603,144.097,1468.882
0.0018844221105527637,140.781,1435.075
0.0019095477386934674,137.541,1402.045
0.001934673366834171,134.375,1369.777
0.001959798994974874,131.283,1338.251
0.0019849246231155777,128.261,1307.452
0.0020100502512562816,125.309,1277.362
0.002035175879396985,122.425,1247.965
0.0020603015075376886,119.608,1219.245
0.002085427135678392,116.855,1191.186
0.0021105527638190956,114.166,1163.773
0.002135678391959799,111.539,1136.991
0.0021608040201005025,108.972,1110.825
0.002185929648241206,106.464,1085.261
0.0022110552763819095,104.014,1060.285
0.002236180904522613,101.62,1035.884
0.0022613065326633165,99.282,1012.043
0.00228643216080402,96.997,988.751
0.0023115577889447235,94.764,965.994
0.002336683417085427,92.583,943.761
0.0023618090452261304,90.452,922.039
0.0023869346733668344,88.37,900.818
0.002412060301507538,86.336,880.085
0.0024371859296482413,84.35,859.833
0.002462311557788945,82.409,840.046
0.0024874371859296483,80.512,820.713
0.002512562814070352,78.659,801.824
0.0025376884422110553,76.849,783.369
0.0025628140703517588,75.08,765.338
0.0025879396984924623,73.352,747.722
0.0026130653266331657,71.663,730.512
0.0026381909547738692,70.014,713.697
0.0026633165829145727,68.402,697.27
0.002688442211055276,66.828,681.222
0.0027135678391959797,65.29,665.543
0.0027386934673366836,63.787,650.226
0.002763819095477387,62.319,635.261
0.0027889447236180906,60.885,620.642
0.002814070351758794,59.484,606.359
0.0028391959798994976,58.115,592.405
0.002864321608040201,56.778,578.773
0.0028894472361809045,55.471,565.454
0.002914572864321608,54.195,552.442
0.0029396984924623115,52.948,539.73
0.002964824120603015,51.729,527.31
0.0029899497487437185,50.539,515.175
0.003015075376884422,49.376,503.319
0.0030402010050251255,48.239,491.736
0.003065326633165829,47.129,480.42
0.003090452261306533,46.045,469.363
0.0031155778894472364,44.985,458.56
0.00314070351758794,43.949,448.005
0.0031658291457286433,42.938,437.694
0.003190954773869347,41.949,427.619
0.0032160804020100503,40.984,417.776
0.003241206030150754,40.041,408.16
0.0032663316582914573,39.119,398.767
0.0032914572864321608,38.219,389.593
0.0033165829145728643,37.34,380.628
0.0033417085427135678,36.48,371.869
0.0033668341708542712,35.641,363.31
0.0033919597989949747,34.82,354.948
0.003417085427135678,34.019,346.777
0.0034422110552763817,33.236,338.794
0.0034673366834170856,32.471,330.995
0.003492462311557789,31.723,323.375
0.0035175879396984926,30.993,315.931
0.003542713567839196,30.279,308.658
0.0035678391959798996,29.582,301.553
0.003592964824120603,28.901,294.612
0.0036180904522613066,28.236,287.831
0.00364321608040201,27.586,281.206
0.0036683417085427135,26.951,274.734
0.003693467336683417,26.331,268.412
0.0037185929648241205,25.725,262.235
0.003743718592964824,25.133,256.201
0.0037688442211055275,24.555,250.306
0.003793969849246231,23.99,244.547
0.003819095477386935,23.438,238.92
0.0038442211055276384,22.899,233.423
0.003869346733668342,22.372,228.053
0.0038944723618090453,21.857,222.806
0.003919597989949748,21.354,217.68
0.003944723618090452,20.863,212.671
0.003969849246231155,20.383,207.778
0.003994974874371859,19.914,202.997
0.004020100502512563,19.456,198.326
0.004045226130653267,19.008,193.762
0.00407035175879397,18.571,189.303
0.004095477386934674,18.143,184.946
0.004120603015075377,17.726,180.689
0.004145728643216081,17.318,176.53
0.004170854271356784,16.919,172.466
0.004195979899497488,16.529,168.496
0.004221105527638191,16.149,164.617
0.004246231155778895,15.777,160.827
0.004271356783919598,15.414,157.124
0.004296482412060302,15.059,153.507
0.004321608040201005,14.712,149.974
0.0043467336683417086,14.374,146.523
0.004371859296482412,14.043,143.151
0.0043969849246231155,13.72,139.856
0.004422110552763819,13.404,136.637
0.0044472361809045225,13.096,133.492
0.004472361809045226,12.794,130.42
0.0044974874371859295,12.5,127.418
0.004522613065326633,12.212,124.486
0.0045477386934673365,11.931,121.621
0.00457286432160804,11.656,118.821
0.0045979899497487434,11.388,116.087
0.004623115577889447,11.126,113.415
0.00464824120603015,10.87,110.805
0.004673366834170854,10.62,108.255
0.004698492462311557,10.375,105.764
0.004723618090452261,10.137,103.33
0.004748743718592965,9.903,100.952
0.004773869346733669,9.675,98.629
0.004798994974874372,9.453,96.359
0.004824120603015076,9.235,94.141
0.004849246231155779,9.023,91.975
0.004874371859296483,8.815,89.858
0.004899497487437186,8.612,87.79
0.00492462311557789,8.414,85.769
0.004949748743718593,8.22,83.795
0.004974874371859297,8.031,81.866
0.005,7.846,79.982
